objectId,department,final_date,geo_options,geo_LLM_best_guess_location_normalized,geo_LLM_source_cols,geo_LLM_confidence,geo_LLM_geo_eligible
46515,Asian Art,1695,||||||||China||,China,culture,0.55,true
46516,Asian Art,1694,||||||||China||,China,culture,0.55,true
46517,Asian Art,1694,||||||||China||,China,culture,0.55,true
46518,Asian Art,1711,||||||||China||,China,culture,0.55,true
46519,Asian Art,1711,||||||||China||,China,culture,0.55,true
46521,Asian Art,1694,||||||||China||,China,culture,0.55,true
46522,Asian Art,1692,||||||||China||,China,culture,0.55,true
46523,Asian Art,1749,||||||||ChinaNeihuLu||,ChinaNeihuLu,culture,0.55,true
46525,Asian Art,1749,||||||||China||,China,culture,0.55,true
46527,Asian Art,1711,||||||||China||,China,culture,0.55,true
46528,Asian Art,1849,||||||||China||,China,culture,0.55,true
46529,Asian Art,1749,||||||||China||,China,culture,0.55,true
46530,Asian Art,1761,||||||||China||,China,culture,0.55,true
46531,Asian Art,1694,||||||||China||,China,culture,0.55,true
46532,Asian Art,1695,||||||||China||,China,culture,0.55,true
46533,Asian Art,1695,||||||||China||,China,culture,0.55,true
46534,Asian Art,1692,||||||||China||,China,culture,0.55,true
46535,Asian Art,1692,||||||||China||,China,culture,0.55,true
46536,Asian Art,1695,||||||||China||,China,culture,0.55,true
46537,Asian Art,1781,||||||||China||,China,culture,0.55,true
46538,Asian Art,1833,||||||||China||,China,culture,0.55,true
46539,Asian Art,1692,||||||||China||,China,culture,0.55,true
47259,Asian Art,1849,||||||||Japan||,Japan,culture,0.55,true
47490,Asian Art,1695,||||||||China||,China,culture,0.55,true
205878,European Sculpture and Decorative Arts,1755,||||||||||German,Germany,department||artistNationality,0.53,true
770999,European Sculpture and Decorative Arts,1886,||||||||||British,United Kingdom,department||artistNationality,0.53,true
196553,European Sculpture and Decorative Arts,1742,||||||||||French,France,department||artistNationality,0.53,true
52032,Asian Art,1765,||||||||China||,China,culture,0.55,true
199730,European Sculpture and Decorative Arts,1490,||||||||||,,none,0.00,false
308546,The Michael C. Rockefeller Wing,400,||||||Peru||Moche||,Peru,country,0.70,true
37436,Asian Art,1174,||||||||Thailand||,Thailand,culture,0.55,true
47332,Asian Art,1800,||||||||Japan||Japanese,Japan,culture,0.55,true
477277,Medieval Art,499,||Kharga Oasis||||Byzantine Egypt||Coptic||,"Kharga Oasis, Byzantine Egypt",state||country,0.72,true
47568,Asian Art,1800,||||||||Japan||,Japan,culture,0.55,true
309396,The Michael C. Rockefeller Wing,1475,||||||Peru||Inca||,Peru,country,0.70,true
310207,The Michael C. Rockefeller Wing,500,||||||Peru||Moche||,Peru,country,0.70,true
308486,The Michael C. Rockefeller Wing,-250,||||Ica Valley||Peru||Paracas||,"Ica Valley, Peru",region||country,0.70,true
309339,The Michael C. Rockefeller Wing,500,||||||Peru||Moche||,Peru,country,0.70,true
191780,European Sculpture and Decorative Arts,1492,||||||||||,,none,0.00,false
463532,Medieval Art,1349,Rome||||||Italy||Italian||,"Rome, Italy",city||country,0.88,true
199461,European Sculpture and Decorative Arts,1755,||||||||||,,none,0.00,false
318606,The Michael C. Rockefeller Wing,1300,||||||Peru||Chimú||,Peru,country,0.70,true
42425,Asian Art,1711,||||||||China||,China,culture,0.55,true
47228,Asian Art,1750,||||||||Japan||,Japan,culture,0.55,true
314679,The Michael C. Rockefeller Wing,450,||||||Peru||Moche||,Peru,country,0.70,true
231854,European Sculpture and Decorative Arts,1752,||||||||||French,France,department||artistNationality,0.53,true
47665,Asian Art,1850,||||||||Japan||,Japan,culture,0.55,true
48395,Asian Art,1319,||||||||China||,China,culture,0.55,true
466229,The Cloisters,1249,||Meuse Valley||||South Netherlands||South Netherlandish||,"Meuse Valley, South Netherlands",state||country,0.72,true
312586,The Michael C. Rockefeller Wing,400,||||Mesoamerica||Mexico||Teotihuacan||,"Mesoamerica, Mexico",region||country,0.70,true
44332,Asian Art,7,||||||||China||,China,culture,0.55,true
62768,Asian Art,1700,||||||||Japan||,Japan,culture,0.55,true
48088,Asian Art,1700,||||||||China||,China,culture,0.55,true
770974,European Sculpture and Decorative Arts,1864,||||||||||British,United Kingdom,department||artistNationality,0.53,true
197233,European Sculpture and Decorative Arts,1550,||||||||||Italian,Italy,department||artistNationality,0.53,true
47260,Asian Art,1780,||||||||Japan||,Japan,culture,0.55,true
313287,The Michael C. Rockefeller Wing,1467,||||||Peru||Inca||,Peru,country,0.70,true
308616,The Michael C. Rockefeller Wing,-350,||||Ica Valley||Peru||Paracas||,"Ica Valley, Peru",region||country,0.70,true
198433,European Sculpture and Decorative Arts,1765,||||||||||British,United Kingdom,department||artistNationality,0.53,true
207745,European Sculpture and Decorative Arts,1707,||||||||||,,none,0.00,false
42218,Asian Art,1700,||||||||China||,China,culture,0.55,true
188972,European Sculpture and Decorative Arts,1777,||||||||||French,France,department||artistNationality,0.53,true
444495,Islamic Art,1674,||||||Iran||||,Iran,country,0.70,true
50502,Asian Art,1775,||||||||China||,China,culture,0.55,true
48027,Asian Art,1506,||||||||China||,China,culture,0.55,true
446653,Islamic Art,1650,Kirman||||||Iran||||,"Kirman, Iran",city||country,0.88,true
62998,Asian Art,1800,||||||||Japan||,Japan,culture,0.55,true
52798,Asian Art,1650,||||||||China||,China,culture,0.55,true
57436,Asian Art,1300,||||||||Korea||,Korea,culture,0.55,true
46985,Asian Art,1716,||||||||Japan||,Japan,culture,0.55,true
206454,European Sculpture and Decorative Arts,1760,||||||||||French,France,department||artistNationality,0.53,true
202183,European Sculpture and Decorative Arts,1778,||||||||||French,France,department||artistNationality,0.53,true
42436,Asian Art,1266,||||||||China||,China,culture,0.55,true
200895,European Sculpture and Decorative Arts,1715,||||||||||,,none,0.00,false
63119,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
42491,Asian Art,1350,||||||||China||,China,culture,0.55,true
51210,Asian Art,1824,||||||||China||,China,culture,0.55,true
205929,European Sculpture and Decorative Arts,1752,||||||||||German,Germany,department||artistNationality,0.53,true
51023,Asian Art,1506,||||||||China||,China,culture,0.55,true
50995,Asian Art,1692,||||||||China||,China,culture,0.55,true
47470,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
310552,The Michael C. Rockefeller Wing,750,||||||Bolivia||Tiwanaku||,Bolivia,country,0.70,true
447276,Islamic Art,1199,||||||Iran||||,Iran,country,0.70,true
314182,The Michael C. Rockefeller Wing,1300,||||||Ecuador||Carchi||,Ecuador,country,0.70,true
48332,Asian Art,1849,||||||||China||,China,culture,0.55,true
309470,The Michael C. Rockefeller Wing,-275,||||South Coast||Peru||Paracas||,"South Coast, Peru",region||country,0.70,true
199719,European Sculpture and Decorative Arts,1480,||||||||||,,none,0.00,false
46633,Asian Art,1849,||||||||China||,China,culture,0.55,true
46799,Asian Art,1099,||||||||China||,China,culture,0.55,true
310675,The Michael C. Rockefeller Wing,1450,||Arizona||||United States||Ancestral Pueblo||,"Arizona, United States",state||country,0.72,true
308507,The Michael C. Rockefeller Wing,350,||||||Peru||Moche||,Peru,country,0.70,true
449066,Islamic Art,899,Nishapur||||||Iran||||,"Nishapur, Iran",city||country,0.88,true
446842,Islamic Art,1149,||||||Eastern Syria||||,Eastern Syria,country,0.70,true
206742,European Sculpture and Decorative Arts,1834,||||||||||French,France,department||artistNationality,0.53,true
50036,Asian Art,1765,||||||||China||,China,culture,0.55,true
452610,Islamic Art,1149,||||||Iran||||,Iran,country,0.70,true
45849,Asian Art,749,||||||||China||,China,culture,0.55,true
199021,European Sculpture and Decorative Arts,1710,||||||||||,,none,0.00,false
51138,Asian Art,1835,||||||||China||,China,culture,0.55,true
205321,European Sculpture and Decorative Arts,1752,||||||||||British,United Kingdom,department||artistNationality,0.53,true
48665,Asian Art,1692,||||||||China||,China,culture,0.55,true
46580,Asian Art,1849,||||||||Japan||,Japan,culture,0.55,true
51106,Asian Art,1824,||||||||China||,China,culture,0.55,true
52659,Asian Art,1119,||||||||China||,China,culture,0.55,true
204360,European Sculpture and Decorative Arts,1849,||||||||||,,none,0.00,false
658676,European Sculpture and Decorative Arts,1900,||||||||||British,United Kingdom,department||artistNationality,0.53,true
48717,Asian Art,1695,||||||||China||,China,culture,0.55,true
47075,Asian Art,1700,||||||||Japan||,Japan,culture,0.55,true
46953,Asian Art,1692,||||||||China||,China,culture,0.55,true
771072,European Sculpture and Decorative Arts,1879,||||||||||British,United Kingdom,department||artistNationality,0.53,true
188535,European Sculpture and Decorative Arts,1592,||||||||||Italian,Italy,department||artistNationality,0.53,true
448397,Islamic Art,1649,Iznik||||||Turkey||||,"Iznik, Turkey",city||country,0.88,true
771041,European Sculpture and Decorative Arts,1879,||||||||||British,United Kingdom,department||artistNationality,0.53,true
205832,European Sculpture and Decorative Arts,1692,||||||||||,,none,0.00,false
50948,Asian Art,1700,||||||||China||,China,culture,0.55,true
63138,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
44422,Asian Art,-2150,||||||||China||,China,culture,0.55,true
63007,Asian Art,1874,||||||||Japan||,Japan,culture,0.55,true
467634,Medieval Art,1425,Florence||||||Italy||Italian||,"Florence, Italy",city||country,0.88,true
47350,Asian Art,1800,||||||||China||,China,culture,0.55,true
447776,Islamic Art,1699,||||||India||||,India,country,0.70,true
199384,European Sculpture and Decorative Arts,1849,||||||||||British,United Kingdom,department||artistNationality,0.53,true
48204,Asian Art,1174,||||||||China||,China,culture,0.55,true
199335,European Sculpture and Decorative Arts,1780,||||||||||British,United Kingdom,department||artistNationality,0.53,true
203377,European Sculpture and Decorative Arts,1761,||||||||||British,United Kingdom,department||artistNationality,0.53,true
39510,Asian Art,799,||||||||Korea||,Korea,culture,0.55,true
37649,Asian Art,0,||||||||Thailand||,Thailand,culture,0.55,true
46950,Asian Art,1749,||||||||China||,China,culture,0.55,true
49261,Asian Art,-500,||||||||Japan||,Japan,culture,0.55,true
51011,Asian Art,1765,||||||||China||,China,culture,0.55,true
57357,Asian Art,1916,||||||||Korea||,Korea,culture,0.55,true
477291,Medieval Art,499,||Kharga Oasis||||Byzantine Egypt||Coptic||,"Kharga Oasis, Byzantine Egypt",state||country,0.72,true
48390,Asian Art,1239,||||||||China||,China,culture,0.55,true
200841,European Sculpture and Decorative Arts,1730,||||||||||French,France,department||artistNationality,0.53,true
48527,Asian Art,1119,||||||||China||,China,culture,0.55,true
201753,European Sculpture and Decorative Arts,1548,||||||||||German,Germany,department||artistNationality,0.53,true
453454,Islamic Art,1199,Kashan||||||Iran||||,"Kashan, Iran",city||country,0.88,true
51025,Asian Art,1457,||||||||China||,China,culture,0.55,true
461502,Robert Lehman Collection,1850,||||||||Chinese||,Chinese,culture,0.55,true
316270,The Michael C. Rockefeller Wing,300,||||South Coast||Peru||Nasca||,"South Coast, Peru",region||country,0.70,true
450946,Islamic Art,1225,Raqqa||||||Syria||||,"Raqqa, Syria",city||country,0.88,true
48312,Asian Art,1781,||||||||China||,China,culture,0.55,true
46830,Asian Art,1747,||||||||China||,China,culture,0.55,true
47857,Asian Art,1692,||||||||China||,China,culture,0.55,true
309441,The Michael C. Rockefeller Wing,500,||||||Peru||Moche||,Peru,country,0.70,true
187805,European Sculpture and Decorative Arts,1849,||||||||||,,none,0.00,false
194586,European Sculpture and Decorative Arts,1792,||||||||||,,none,0.00,false
49924,Asian Art,1319,||||||||China||,China,culture,0.55,true
447230,Islamic Art,1299,||||||Syria||||,Syria,country,0.70,true
194289,European Sculpture and Decorative Arts,1665,||||||||||,,none,0.00,false
308531,The Michael C. Rockefeller Wing,350,||||||Peru||Moche||,Peru,country,0.70,true
42211,Asian Art,1716,||||||||China||,China,culture,0.55,true
312608,The Michael C. Rockefeller Wing,500,||North Coast||||Peru||Moche||,"North Coast, Peru",state||country,0.72,true
308410,The Michael C. Rockefeller Wing,650,||||North Coast||Peru||Moche||,"North Coast, Peru",region||country,0.70,true
52081,Asian Art,1283,||||||||Korea||,Korea,culture,0.55,true
50747,Asian Art,1849,||||||||China||,China,culture,0.55,true
48716,Asian Art,1695,||||||||China||,China,culture,0.55,true
42333,Asian Art,-425,||||||||China||,China,culture,0.55,true
313101,The Michael C. Rockefeller Wing,1400,||||||Peru||North coast (?)||,Peru,country,0.70,true
48516,Asian Art,1506,||||||||China||,China,culture,0.55,true
308568,The Michael C. Rockefeller Wing,450,||||||Peru||Nasca||,Peru,country,0.70,true
197613,European Sculpture and Decorative Arts,1760,||||||||||,,none,0.00,false
204414,European Sculpture and Decorative Arts,1849,||||||||||,,none,0.00,false
310547,The Michael C. Rockefeller Wing,-450,||||Ica Valley||Peru||Paracas||,"Ica Valley, Peru",region||country,0.70,true
205325,European Sculpture and Decorative Arts,1755,||||||||||British,United Kingdom,department||artistNationality,0.53,true
449041,Islamic Art,1199,Nishapur||||||Iran||||,"Nishapur, Iran",city||country,0.88,true
50187,Asian Art,1650,||||||||Japan||,Japan,culture,0.55,true
57434,Asian Art,1249,||||||||Korea||,Korea,culture,0.55,true
312158,The Michael C. Rockefeller Wing,-1000,||||Mesoamerica||Mexico||Olmec||,"Mesoamerica, Mexico",region||country,0.70,true
309345,The Michael C. Rockefeller Wing,1300,||||||Peru||Chimú||,Peru,country,0.70,true
185914,European Sculpture and Decorative Arts,1720,||||||||||,,none,0.00,false
670810,European Sculpture and Decorative Arts,1880,"||||||||||British, Scottish",United Kingdom,department||artistNationality,0.53,true
199332,European Sculpture and Decorative Arts,1782,||||||||||British,United Kingdom,department||artistNationality,0.53,true
449637,Islamic Art,899,Nishapur||||||Iran||||,"Nishapur, Iran",city||country,0.88,true
48597,Asian Art,1692,||||||||China||,China,culture,0.55,true
309346,The Michael C. Rockefeller Wing,500,||||||Peru||Moche||,Peru,country,0.70,true
37433,Asian Art,1124,||||||||Thailand||,Thailand,culture,0.55,true
42394,Asian Art,1666,||||||||China||,China,culture,0.55,true
308406,The Michael C. Rockefeller Wing,100,||||||Peru||Moche or Salinar (?)||,Peru,country,0.70,true
48801,Asian Art,1800,||||||||Japan||,Japan,culture,0.55,true
50037,Asian Art,1765,||||||||China||,China,culture,0.55,true
44447,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
50960,Asian Art,1716,||||||||China||,China,culture,0.55,true
50834,Asian Art,1692,||||||||China||,China,culture,0.55,true
309324,The Michael C. Rockefeller Wing,550,||||||Peru||Moche||,Peru,country,0.70,true
205835,European Sculpture and Decorative Arts,1730,||||||||||,,none,0.00,false
50950,Asian Art,1700,||||||||China||,China,culture,0.55,true
460135,Robert Lehman Collection,1480,"||||||||Italian, possibly Florence or Faenza||","Italian, Florence",culture,0.35,true
761272,The Michael C. Rockefeller Wing,750,||||||Mexico||Maya||,Mexico,country,0.70,true
47447,Asian Art,1649,||||||||Japan||,Japan,culture,0.55,true
47804,Asian Art,1749,||||||||China||,China,culture,0.55,true
310517,The Michael C. Rockefeller Wing,300,||||South Coast||Peru||Nasca||,"South Coast, Peru",region||country,0.70,true
468271,Medieval Art,599,||||||||Visigothic||,Visigothic,culture,0.55,true
446929,Islamic Art,1649,||||||Iran||||,Iran,country,0.70,true
196741,European Sculpture and Decorative Arts,1574,||||||||||,,none,0.00,false
47953,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
447285,Islamic Art,1199,||||||Iran||||,Iran,country,0.70,true
197824,European Sculpture and Decorative Arts,1892,||||||||||,,none,0.00,false
63137,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
50567,Asian Art,1199,||||||||China||,China,culture,0.55,true
