object_id,cluster,cluster_type
309485,cluster_1,weird_cluster
310359,cluster_1,weird_cluster
207777,cluster_1,weird_cluster
247352,cluster_1,weird_cluster
253205,cluster_1,weird_cluster
449357,cluster_1,weird_cluster
204512,cluster_1,weird_cluster
449920,cluster_1,weird_cluster
204380,cluster_1,weird_cluster
205087,cluster_1,weird_cluster
468271,cluster_1,weird_cluster
771053,cluster_1,weird_cluster
465872,cluster_1,weird_cluster
447164,cluster_1,weird_cluster
204350,cluster_1,weird_cluster
46620,cluster_1,weird_cluster
204062,cluster_1,weird_cluster
308362,cluster_1,weird_cluster
716908,cluster_1,weird_cluster
770975,cluster_1,weird_cluster
5853,cluster_1,weird_cluster
449878,cluster_1,weird_cluster
47380,cluster_1,weird_cluster
206654,cluster_1,weird_cluster
5667,cluster_1,weird_cluster
208388,cluster_1,weird_cluster
5783,cluster_1,weird_cluster
42406,cluster_1,weird_cluster
308719,cluster_1,weird_cluster
208440,cluster_1,weird_cluster
318606,cluster_1,weird_cluster
50356,cluster_1,weird_cluster
48359,cluster_1,weird_cluster
314217,cluster_1,weird_cluster
446961,cluster_1,weird_cluster
5698,cluster_1,weird_cluster
314682,cluster_1,weird_cluster
252589,cluster_1,weird_cluster
248709,cluster_1,weird_cluster
319468,cluster_1,weird_cluster
209997,cluster_1,weird_cluster
47409,cluster_1,weird_cluster
52513,cluster_1,weird_cluster
204403,cluster_1,weird_cluster
204058,cluster_1,weird_cluster
460716,cluster_1,weird_cluster
204382,cluster_1,weird_cluster
309376,cluster_1,weird_cluster
204386,cluster_1,weird_cluster
255648,cluster_1,weird_cluster
9199,cluster_1,weird_cluster
5726,cluster_1,weird_cluster
203282,cluster_1,weird_cluster
453349,cluster_1,weird_cluster
202191,cluster_1,weird_cluster
465886,cluster_1,weird_cluster
446878,cluster_1,weird_cluster
449715,cluster_1,weird_cluster
53419,cluster_1,weird_cluster
770938,cluster_1,weird_cluster
205381,cluster_1,weird_cluster
310645,cluster_1,weird_cluster
310387,cluster_1,weird_cluster
308441,cluster_1,weird_cluster
62917,cluster_1,weird_cluster
449622,cluster_1,weird_cluster
449623,cluster_1,weird_cluster
449371,cluster_1,weird_cluster
48809,cluster_1,weird_cluster
449921,cluster_1,weird_cluster
206107,cluster_1,weird_cluster
308464,cluster_1,weird_cluster
449067,cluster_1,weird_cluster
752044,cluster_1,weird_cluster
204383,cluster_1,weird_cluster
44528,cluster_1,weird_cluster
240298,cluster_1,weird_cluster
477288,cluster_1,weird_cluster
20637,cluster_1,weird_cluster
45997,cluster_1,weird_cluster
195127,cluster_1,weird_cluster
449455,cluster_1,weird_cluster
5848,cluster_1,weird_cluster
204026,cluster_1,weird_cluster
204047,cluster_1,weird_cluster
449362,cluster_1,weird_cluster
310603,cluster_1,weird_cluster
460132,cluster_1,weird_cluster
42434,cluster_1,weird_cluster
307868,cluster_1,weird_cluster
204072,cluster_1,weird_cluster
446879,cluster_1,weird_cluster
317749,cluster_1,weird_cluster
46032,cluster_1,weird_cluster
463710,cluster_1,weird_cluster
199338,cluster_1,weird_cluster
245548,cluster_1,weird_cluster
5769,cluster_1,weird_cluster
476256,cluster_1,weird_cluster
309352,cluster_1,weird_cluster
5860,cluster_1,weird_cluster
449070,cluster_1,weird_cluster
319065,cluster_1,weird_cluster
5737,cluster_1,weird_cluster
670808,cluster_1,weird_cluster
248832,cluster_1,weird_cluster
449404,cluster_1,weird_cluster
476253,cluster_1,weird_cluster
476251,cluster_1,weird_cluster
551026,cluster_1,weird_cluster
47222,cluster_1,weird_cluster
201732,cluster_1,weird_cluster
308568,cluster_1,weird_cluster
309339,cluster_1,weird_cluster
452735,cluster_1,weird_cluster
308455,cluster_1,weird_cluster
309728,cluster_1,weird_cluster
547452,cluster_1,weird_cluster
308526,cluster_1,weird_cluster
308640,cluster_1,weird_cluster
205979,cluster_1,weird_cluster
199372,cluster_1,weird_cluster
449361,cluster_1,weird_cluster
629700,cluster_1,weird_cluster
312160,cluster_1,weird_cluster
449636,cluster_1,weird_cluster
199271,cluster_1,weird_cluster
240554,cluster_1,weird_cluster
308523,cluster_1,weird_cluster
314696,cluster_1,weird_cluster
312582,cluster_1,weird_cluster
194591,cluster_1,weird_cluster
448986,cluster_1,weird_cluster
187863,cluster_1,weird_cluster
313361,cluster_1,weird_cluster
307614,cluster_1,weird_cluster
63065,cluster_1,weird_cluster
45529,cluster_1,weird_cluster
47385,cluster_1,weird_cluster
206433,cluster_1,weird_cluster
49426,cluster_1,weird_cluster
204414,cluster_1,weird_cluster
308304,cluster_1,weird_cluster
478811,cluster_1,weird_cluster
308554,cluster_1,weird_cluster
194307,cluster_1,weird_cluster
52461,cluster_1,weird_cluster
197819,cluster_2,weird_cluster
308410,cluster_2,weird_cluster
47929,cluster_2,weird_cluster
196553,cluster_2,weird_cluster
771050,cluster_2,weird_cluster
37404,cluster_2,weird_cluster
308383,cluster_2,weird_cluster
256912,cluster_2,weird_cluster
770933,cluster_2,weird_cluster
63539,cluster_2,weird_cluster
255062,cluster_2,weird_cluster
197485,cluster_2,weird_cluster
73635,cluster_2,weird_cluster
310589,cluster_2,weird_cluster
48483,cluster_2,weird_cluster
47908,cluster_2,weird_cluster
195766,cluster_2,weird_cluster
49214,cluster_2,weird_cluster
47762,cluster_2,weird_cluster
47920,cluster_2,weird_cluster
201695,cluster_2,weird_cluster
7742,cluster_2,weird_cluster
50960,cluster_2,weird_cluster
246239,cluster_2,weird_cluster
545042,cluster_2,weird_cluster
195272,cluster_2,weird_cluster
254227,cluster_2,weird_cluster
255315,cluster_2,weird_cluster
314698,cluster_2,weird_cluster
197580,cluster_2,weird_cluster
195780,cluster_2,weird_cluster
251104,cluster_2,weird_cluster
309354,cluster_2,weird_cluster
232384,cluster_2,weird_cluster
309327,cluster_2,weird_cluster
203297,cluster_2,weird_cluster
194243,cluster_2,weird_cluster
191218,cluster_2,weird_cluster
460715,cluster_2,weird_cluster
475760,cluster_2,weird_cluster
770920,cluster_2,weird_cluster
194967,cluster_2,weird_cluster
42290,cluster_2,weird_cluster
452920,cluster_2,weird_cluster
47353,cluster_2,weird_cluster
206742,cluster_2,weird_cluster
37407,cluster_2,weird_cluster
47724,cluster_2,weird_cluster
194395,cluster_2,weird_cluster
449426,cluster_2,weird_cluster
207404,cluster_2,weird_cluster
309388,cluster_2,weird_cluster
52517,cluster_2,weird_cluster
771052,cluster_2,weird_cluster
475759,cluster_2,weird_cluster
460179,cluster_2,weird_cluster
203378,cluster_2,weird_cluster
460178,cluster_2,weird_cluster
252556,cluster_2,weird_cluster
50314,cluster_2,weird_cluster
195041,cluster_2,weird_cluster
309367,cluster_2,weird_cluster
449116,cluster_2,weird_cluster
451993,cluster_2,weird_cluster
194279,cluster_2,weird_cluster
310594,cluster_2,weird_cluster
254923,cluster_2,weird_cluster
446900,cluster_2,weird_cluster
308415,cluster_2,weird_cluster
254428,cluster_2,weird_cluster
45904,cluster_2,weird_cluster
196343,cluster_2,weird_cluster
891616,cluster_2,weird_cluster
202124,cluster_2,weird_cluster
310384,cluster_2,weird_cluster
201610,cluster_2,weird_cluster
477277,cluster_2,weird_cluster
9506,cluster_2,weird_cluster
195302,cluster_2,weird_cluster
314695,cluster_2,weird_cluster
451834,cluster_2,weird_cluster
191142,cluster_2,weird_cluster
205324,cluster_2,weird_cluster
205325,cluster_2,weird_cluster
310466,cluster_2,weird_cluster
891620,cluster_2,weird_cluster
202192,cluster_2,weird_cluster
202171,cluster_2,weird_cluster
206454,cluster_2,weird_cluster
194230,cluster_2,weird_cluster
308417,cluster_2,weird_cluster
47665,cluster_2,weird_cluster
205973,cluster_2,weird_cluster
199569,cluster_2,weird_cluster
5850,cluster_2,weird_cluster
16298,cluster_2,weird_cluster
206073,cluster_2,weird_cluster
460177,cluster_2,weird_cluster
203377,cluster_2,weird_cluster
52568,cluster_2,weird_cluster
187805,cluster_2,weird_cluster
857949,cluster_2,weird_cluster
185901,cluster_2,weird_cluster
308561,cluster_2,weird_cluster
315678,cluster_2,weird_cluster
309713,cluster_2,weird_cluster
199261,cluster_2,weird_cluster
307474,cluster_2,weird_cluster
195775,cluster_2,weird_cluster
199285,cluster_2,weird_cluster
308532,cluster_2,weird_cluster
47566,cluster_2,weird_cluster
309356,cluster_2,weird_cluster
251763,cluster_2,weird_cluster
192014,cluster_2,weird_cluster
309364,cluster_2,weird_cluster
46695,cluster_2,weird_cluster
309363,cluster_2,weird_cluster
309482,cluster_2,weird_cluster
308423,cluster_2,weird_cluster
309346,cluster_2,weird_cluster
52069,cluster_2,weird_cluster
458261,cluster_3,core
47686,cluster_3,core
50777,cluster_3,core
48698,cluster_3,core
48424,cluster_3,core
47527,cluster_3,core
51206,cluster_3,core
37557,cluster_3,core
47959,cluster_3,core
46687,cluster_3,core
48653,cluster_3,core
46755,cluster_3,core
62547,cluster_3,core
451619,cluster_3,core
47253,cluster_3,core
50211,cluster_3,core
62611,cluster_3,core
62615,cluster_3,core
479830,cluster_3,core
49914,cluster_3,core
63135,cluster_3,core
47534,cluster_3,core
42307,cluster_3,core
46704,cluster_3,core
42486,cluster_3,core
46157,cluster_3,core
190649,cluster_3,core
47958,cluster_3,core
42011,cluster_3,core
51218,cluster_3,core
47443,cluster_3,core
47350,cluster_3,core
62706,cluster_3,core
53777,cluster_3,core
46667,cluster_3,core
51359,cluster_3,core
47053,cluster_3,core
47896,cluster_3,core
47404,cluster_3,core
42305,cluster_3,core
47681,cluster_3,core
770977,cluster_3,core
46675,cluster_3,core
547504,cluster_3,core
448441,cluster_3,core
48562,cluster_3,core
48335,cluster_3,core
770916,cluster_3,core
42242,cluster_3,core
47897,cluster_3,core
201753,cluster_3,core
75938,cluster_3,core
46000,cluster_3,core
47049,cluster_3,core
450942,cluster_3,core
47282,cluster_3,core
52662,cluster_3,core
48644,cluster_3,core
450940,cluster_3,core
471756,cluster_3,core
451362,cluster_3,core
479662,cluster_3,core
46515,cluster_3,core
52939,cluster_3,core
204514,cluster_3,core
48775,cluster_3,core
62768,cluster_3,core
194960,cluster_3,core
50332,cluster_3,core
572220,cluster_3,core
42306,cluster_3,core
46126,cluster_3,core
48604,cluster_3,core
46533,cluster_3,core
63093,cluster_3,core
47401,cluster_3,core
46529,cluster_3,core
48369,cluster_3,core
823194,cluster_3,core
46718,cluster_3,core
62555,cluster_3,core
42278,cluster_3,core
208397,cluster_3,core
52021,cluster_3,core
48395,cluster_3,core
47589,cluster_3,core
42228,cluster_3,core
42248,cluster_3,core
73676,cluster_3,core
46686,cluster_3,core
62616,cluster_3,core
46143,cluster_3,core
47510,cluster_3,core
48544,cluster_3,core
46872,cluster_3,core
451363,cluster_3,core
62710,cluster_3,core
51025,cluster_3,core
47367,cluster_3,core
48390,cluster_3,core
39590,cluster_3,core
42439,cluster_3,core
49206,cluster_3,core
52039,cluster_3,core
239357,cluster_3,core
9336,cluster_3,core
48462,cluster_3,core
471757,cluster_3,core
47407,cluster_3,core
468168,cluster_3,core
47625,cluster_3,core
51210,cluster_3,core
201408,cluster_3,core
42740,cluster_3,core
770974,cluster_3,core
47292,cluster_3,core
52960,cluster_3,core
51130,cluster_3,core
771024,cluster_3,core
46532,cluster_3,core
48552,cluster_3,core
239359,cluster_3,core
42200,cluster_3,core
199726,cluster_3,core
48626,cluster_3,core
57404,cluster_3,core
46871,cluster_3,core
50944,cluster_3,core
471749,cluster_3,core
48332,cluster_3,core
51008,cluster_3,core
42474,cluster_3,core
61634,cluster_3,core
46534,cluster_3,core
42368,cluster_3,core
48314,cluster_3,core
460138,cluster_3,core
467959,cluster_3,core
48570,cluster_3,core
63131,cluster_3,core
50502,cluster_3,core
63132,cluster_3,core
460226,cluster_3,core
188541,cluster_3,core
449481,cluster_3,core
50906,cluster_3,core
47770,cluster_3,core
37443,cluster_3,core
62692,cluster_3,core
449508,cluster_3,core
46548,cluster_3,core
51020,cluster_3,core
446841,cluster_3,core
50737,cluster_3,core
50819,cluster_3,core
195021,cluster_3,core
188753,cluster_3,core
46924,cluster_3,core
42309,cluster_3,core
46986,cluster_3,core
310209,cluster_3,core
63141,cluster_3,core
47890,cluster_3,core
62550,cluster_3,core
63090,cluster_3,core
46158,cluster_3,core
47429,cluster_3,core
49268,cluster_3,core
46519,cluster_3,core
63101,cluster_3,core
450943,cluster_3,core
465876,cluster_3,core
466231,cluster_3,core
47402,cluster_3,core
45985,cluster_3,core
47942,cluster_3,core
46545,cluster_3,core
48310,cluster_3,core
447678,cluster_3,core
460227,cluster_3,core
46674,cluster_3,core
330104,cluster_3,core
194392,cluster_3,core
314524,cluster_3,core
463529,cluster_3,core
467958,cluster_3,core
828462,cluster_3,core
48338,cluster_3,core
239486,cluster_3,core
53961,cluster_3,core
49267,cluster_3,core
46553,cluster_3,core
47883,cluster_3,core
205470,cluster_3,core
62546,cluster_3,core
197219,cluster_3,core
52780,cluster_3,core
50230,cluster_3,core
47688,cluster_3,core
52813,cluster_3,core
197220,cluster_3,core
48312,cluster_3,core
448686,cluster_3,core
62761,cluster_3,core
48267,cluster_3,core
63129,cluster_3,core
47455,cluster_3,core
57357,cluster_3,core
62916,cluster_3,core
475758,cluster_3,core
47313,cluster_3,core
200892,cluster_3,core
48334,cluster_3,core
57403,cluster_3,core
46055,cluster_3,core
46422,cluster_3,core
51142,cluster_3,core
463085,cluster_3,core
460182,cluster_3,core
47950,cluster_3,core
42301,cluster_3,core
47723,cluster_3,core
46730,cluster_3,core
468169,cluster_3,core
46306,cluster_3,core
47320,cluster_3,core
449686,cluster_3,core
187794,cluster_3,core
198941,cluster_3,core
48333,cluster_3,core
449507,cluster_3,core
48855,cluster_3,core
708306,cluster_3,core
52797,cluster_3,core
62558,cluster_3,core
62541,cluster_3,core
46642,cluster_3,core
63140,cluster_3,core
47257,cluster_3,core
191779,cluster_3,core
463707,cluster_3,core
460278,cluster_3,core
42476,cluster_3,core
57355,cluster_3,core
46898,cluster_3,core
549136,cluster_3,core
770951,cluster_3,core
239498,cluster_3,core
42226,cluster_3,core
451364,cluster_3,core
450930,cluster_3,core
46379,cluster_3,core
308563,cluster_3,core
47256,cluster_3,core
51023,cluster_3,core
487245,cluster_3,core
448967,cluster_3,core
468526,cluster_3,core
63088,cluster_3,core
47807,cluster_3,core
42190,cluster_3,core
62711,cluster_3,core
471753,cluster_3,core
471754,cluster_3,core
57406,cluster_3,core
449925,cluster_3,core
63020,cluster_3,core
450941,cluster_3,core
254346,cluster_3,core
45917,cluster_3,core
51014,cluster_3,core
310197,cluster_3,core
46627,cluster_3,core
48340,cluster_3,core
3463,cluster_3,core
465888,cluster_3,core
46543,cluster_3,core
46527,cluster_3,core
46462,cluster_3,core
667252,cluster_3,core
48309,cluster_3,core
315038,cluster_3,core
449870,cluster_3,core
254345,cluster_3,core
448695,cluster_3,core
199745,cluster_3,core
195741,cluster_3,core
318291,cluster_3,core
239354,cluster_3,core
451365,cluster_3,core
451361,cluster_3,core
46140,cluster_3,core
76114,cluster_3,core
52777,cluster_3,core
460183,cluster_3,core
50722,cluster_3,core
197222,cluster_3,core
57358,cluster_3,core
453996,cluster_3,core
45837,cluster_3,core
37433,cluster_3,core
314523,cluster_3,core
478436,cluster_3,core
239499,cluster_3,core
187854,cluster_3,core
240489,cluster_3,core
187829,cluster_3,core
190547,cluster_3,core
45872,cluster_3,core
63096,cluster_3,core
45907,cluster_3,core
238560,cluster_3,core
46727,cluster_3,core
447286,cluster_3,core
476296,cluster_3,core
45864,cluster_3,core
456054,cluster_3,core
551844,cluster_3,core
49833,cluster_3,core
52014,cluster_3,core
558198,cluster_3,core
451880,cluster_3,core
194479,cluster_3,core
770931,cluster_3,core
309496,cluster_3,core
187702,cluster_3,core
9246,cluster_3,core
52732,cluster_3,core
254634,cluster_3,core
62765,cluster_3,core
208083,cluster_3,core
47216,cluster_3,core
47869,cluster_3,core
47626,cluster_3,core
44974,cluster_3,core
187828,cluster_3,core
46757,cluster_3,core
48577,cluster_3,core
448448,cluster_3,core
47621,cluster_3,core
48650,cluster_3,core
208279,cluster_3,core
200886,cluster_3,core
194586,cluster_3,core
47945,cluster_3,core
52064,cluster_3,core
46562,cluster_3,core
49909,cluster_3,core
48639,cluster_3,core
46636,cluster_3,core
47755,cluster_3,core
460270,cluster_3,core
448981,cluster_3,core
449913,cluster_3,core
194261,cluster_3,core
255627,cluster_3,core
7740,cluster_3,core
45848,cluster_3,core
46076,cluster_3,core
47682,cluster_3,core
206319,cluster_3,core
188633,cluster_3,core
475755,cluster_3,core
206318,cluster_3,core
190657,cluster_3,core
254561,cluster_3,core
449399,cluster_3,core
244817,cluster_3,core
194608,cluster_3,core
240009,cluster_3,core
63007,cluster_3,core
667259,cluster_3,core
206796,cluster_3,core
551845,cluster_3,core
52767,cluster_3,core
307869,cluster_3,core
449400,cluster_3,core
308412,cluster_3,core
546034,cluster_3,core
449081,cluster_3,core
46523,cluster_3,core
770970,cluster_3,core
48579,cluster_3,core
254983,cluster_3,core
770942,cluster_3,core
47412,cluster_3,core
51012,cluster_3,core
466283,cluster_3,core
52298,cluster_3,core
53628,cluster_3,core
45847,cluster_3,core
449884,cluster_3,core
206393,cluster_3,core
204844,cluster_3,core
196741,cluster_3,core
558204,cluster_3,core
475752,cluster_3,core
197224,cluster_3,core
46099,cluster_3,core
478667,cluster_3,core
46725,cluster_3,core
47108,cluster_3,core
47915,cluster_3,core
49262,cluster_3,core
460279,cluster_3,core
662967,cluster_3,core
466230,cluster_3,core
198778,cluster_3,core
247952,cluster_3,core
449066,cluster_3,core
46528,cluster_3,core
254633,cluster_3,core
770925,cluster_3,core
197223,cluster_3,core
253173,cluster_3,core
204524,cluster_3,core
46991,cluster_3,core
449422,cluster_3,core
46987,cluster_3,core
254551,cluster_3,core
50335,cluster_3,core
46985,cluster_3,core
451707,cluster_3,core
252496,cluster_3,core
240817,cluster_3,core
451881,cluster_3,core
460134,cluster_3,core
42447,cluster_3,core
47092,cluster_3,core
449902,cluster_3,core
48677,cluster_3,core
48351,cluster_3,core
450747,cluster_3,core
251100,cluster_3,core
308560,cluster_3,core
46092,cluster_3,core
319800,cluster_3,core
254881,cluster_3,core
247315,cluster_3,core
449634,cluster_3,core
62995,cluster_3,core
449117,cluster_3,core
449363,cluster_3,core
476254,cluster_3,core
444898,cluster_3,core
194380,cluster_3,core
465880,cluster_3,core
463530,cluster_3,core
247216,cluster_3,core
308381,cluster_3,core
248096,cluster_3,core
309335,cluster_3,core
308540,cluster_3,core
551028,cluster_3,core
47948,cluster_3,core
45834,cluster_3,core
19071,cluster_3,core
204671,cluster_3,core
452610,cluster_3,core
247308,cluster_3,core
210750,cluster_3,core
309494,cluster_3,core
194390,cluster_3,core
195273,cluster_3,core
451621,cluster_3,core
244759,cluster_3,core
254303,cluster_3,core
202215,cluster_3,core
254880,cluster_3,core
240016,cluster_3,core
468400,cluster_3,core
460264,cluster_3,core
246241,cluster_3,core
63099,cluster_3,core
468381,cluster_3,core
460271,cluster_3,core
201758,cluster_3,core
240351,cluster_3,core
309337,cluster_3,core
447279,cluster_3,core
194961,cluster_3,core
198974,cluster_3,core
52659,cluster_3,core
449509,cluster_3,core
476264,cluster_3,core
308886,cluster_3,core
449637,cluster_3,core
471836,cluster_3,core
47619,cluster_3,core
450944,cluster_3,core
245556,cluster_3,core
460135,cluster_3,core
310199,cluster_3,core
194383,cluster_3,core
240566,cluster_3,core
198973,cluster_3,core
476271,cluster_3,core
771041,cluster_3,core
477291,cluster_3,core
191733,cluster_3,core
460131,cluster_3,core
244778,cluster_3,core
449428,cluster_3,core
48841,cluster_3,core
240333,cluster_3,core
254778,cluster_3,core
255719,cluster_3,core
239364,cluster_3,core
771034,cluster_3,core
454610,cluster_3,core
247191,cluster_3,core
450946,cluster_3,core
48316,cluster_3,core
463554,cluster_3,core
193084,cluster_3,core
310205,cluster_3,core
770969,cluster_3,core
207745,cluster_3,core
316886,cluster_3,core
487350,cluster_3,core
450945,cluster_3,core
468398,cluster_3,core
208245,cluster_3,core
308456,cluster_3,core
46719,cluster_3,core
208040,cluster_3,core
208001,cluster_3,core
251402,cluster_3,core
471799,cluster_3,core
240065,cluster_3,core
453457,cluster_3,core
309499,cluster_3,core
187750,cluster_3,core
258464,cluster_3,core
251134,cluster_3,core
771031,cluster_3,core
468391,cluster_3,core
478988,cluster_3,core
47947,cluster_3,core
207850,cluster_3,core
240335,cluster_3,core
204753,cluster_3,core
204084,cluster_3,core
14828,cluster_3,core
747034,cluster_3,core
308884,cluster_3,core
245574,cluster_3,core
254629,cluster_3,core
475749,cluster_3,core
552190,cluster_3,core
49553,cluster_3,core
254616,cluster_3,core
52720,cluster_3,core
47785,cluster_3,core
460272,cluster_3,core
240332,cluster_3,core
448557,cluster_3,core
255193,cluster_3,core
48129,cluster_3,core
47757,cluster_3,core
449640,cluster_3,core
309333,cluster_3,core
8048,cluster_3,core
194472,cluster_3,core
451338,cluster_3,core
668677,cluster_3,core
309498,cluster_3,core
49905,cluster_3,core
314699,cluster_3,core
47283,cluster_3,core
551843,cluster_3,core
195774,cluster_3,core
451429,cluster_3,core
46130,cluster_3,core
246169,cluster_3,core
552174,cluster_3,core
251345,cluster_3,core
197571,cluster_3,core
188563,cluster_3,core
460665,cluster_3,core
203298,cluster_3,core
254915,cluster_3,core
47870,cluster_3,core
315155,cluster_3,core
447070,cluster_3,core
194287,cluster_3,core
199181,cluster_3,core
309366,cluster_3,core
48679,cluster_3,core
246939,cluster_3,core
444888,cluster_3,core
247348,cluster_3,core
460168,cluster_3,core
52719,cluster_3,core
460187,cluster_3,core
314679,cluster_3,core
244862,cluster_3,core
48727,cluster_3,core
255894,cluster_3,core
254545,cluster_3,core
197605,cluster_3,core
476266,cluster_3,core
314678,cluster_3,core
194301,cluster_3,core
45849,cluster_3,core
248515,cluster_3,core
308539,cluster_3,core
191344,cluster_3,core
48689,cluster_3,core
912990,cluster_3,core
770973,cluster_3,core
771030,cluster_3,core
312629,cluster_3,core
48507,cluster_3,core
5762,cluster_3,core
245598,cluster_3,core
200873,cluster_3,core
208542,cluster_3,core
39589,cluster_3,core
204396,cluster_3,core
309378,cluster_3,core
447185,cluster_3,core
197558,cluster_3,core
52807,cluster_3,core
199238,cluster_3,core
48801,cluster_3,core
246223,cluster_3,core
449748,cluster_3,core
199515,cluster_3,core
254932,cluster_3,core
460180,cluster_3,core
51217,cluster_3,core
910532,cluster_3,core
195013,cluster_3,core
48664,cluster_4,core
42414,cluster_4,core
47075,cluster_4,core
42477,cluster_4,core
46131,cluster_4,core
47497,cluster_4,core
53944,cluster_4,core
50568,cluster_4,core
190732,cluster_4,core
52400,cluster_4,core
199582,cluster_4,core
47439,cluster_4,core
51067,cluster_4,core
44743,cluster_4,core
48286,cluster_4,core
45929,cluster_4,core
42490,cluster_4,core
46147,cluster_4,core
49215,cluster_4,core
48564,cluster_4,core
50726,cluster_4,core
38546,cluster_4,core
42491,cluster_4,core
50033,cluster_4,core
50328,cluster_4,core
461218,cluster_4,core
454766,cluster_4,core
48204,cluster_4,core
46547,cluster_4,core
46560,cluster_4,core
47440,cluster_4,core
46666,cluster_4,core
46831,cluster_4,core
49305,cluster_4,core
48387,cluster_4,core
46623,cluster_4,core
42415,cluster_4,core
53901,cluster_4,core
46714,cluster_4,core
46559,cluster_4,core
57438,cluster_4,core
48331,cluster_4,core
52908,cluster_4,core
206914,cluster_4,core
444893,cluster_4,core
50880,cluster_4,core
47215,cluster_4,core
52971,cluster_4,core
47809,cluster_4,core
46566,cluster_4,core
47530,cluster_4,core
52397,cluster_4,core
48305,cluster_4,core
46590,cluster_4,core
46530,cluster_4,core
47575,cluster_4,core
49855,cluster_4,core
46022,cluster_4,core
42237,cluster_4,core
47927,cluster_4,core
42216,cluster_4,core
